,소계,해외유입,동작구 임용단기 학원관련,동창 운동 모임 관련,서초구 사우나 관련,노원구 가족 관련,노원구 의료기관 관련,동대문구 에이스희망케어센터 관련,연세대 학생 관련,강서구 소재 병원 관련(11월),성동구 금호노인요양원 관련,동대문구 고등학교 관련,서울대병원 관련,강남구 헬스장 관련,성동구 체육 시설,용산구 국군복지단 관련,중랑구소재 체육시설 관련,서초구 어린이집 관련,서울시청 관련(11월),서초구소재 교회/교육원 관련,기타 확진자 접촉,타 시·도 확진자 접촉자,감염경로 조사중
0,7513,518,36,18,42,13,14,71,17,22,39,11,10,65,12,23,11,9,3,10,4995,326,1248
