Confirmed,Country_Region,Deaths,Last_Update,Lat,Long_,OBJECTID,Recovered,date
1,Moldova,0,1583644387000,47.4116,28.3699,76,0,Mon Mar 16 11:10:30 2020
2,Morocco,0,1583416383000,31.7917,-7.0926,77,0,Mon Mar 16 11:10:30 2020
12,Croatia,0,1583576003000,45.1667,15.5,78,0,Mon Mar 16 11:10:30 2020
268,Switzerland,1,1583602985000,46.8182,8.2275,79,3,Mon Mar 16 11:10:30 2020
54,Iraq,4,1583604807000,33,44,80,0,Mon Mar 16 11:10:30 2020
10,Estonia,0,1583499793000,58.5953,25.0136,81,0,Mon Mar 16 11:10:30 2020
28,Lebanon,0,1583644386000,33.8547,35.8623,82,1,Mon Mar 16 11:10:30 2020
1,Tunisia,0,1583285587000,34,9,83,0,Mon Mar 16 11:10:30 2020
1,Colombia,0,1583541782000,4.5709,-74.2973,84,0,Mon Mar 16 11:10:30 2020
45,Taiwan,1,1583637193000,23.7,121,85,13,Mon Mar 16 11:10:30 2020
12,Qatar,0,1583644983000,25.3548,51.1839,86,0,Mon Mar 16 11:10:30 2020
5883,Italy,233,1583602383000,43,12,87,589,Mon Mar 16 11:10:30 2020
1,Bhutan,0,1583509382000,27.5142,90.4336,88,0,Mon Mar 16 11:10:30 2020
1,Nepal,0,1581518583000,28.166667,84.25,89,1,Mon Mar 16 11:10:30 2020
3,Malta,0,1583613783000,35.9375,14.3754,90,0,Mon Mar 16 11:10:30 2020
188,Netherlands,1,1583602985000,52.1326,5.2913,91,0,Mon Mar 16 11:10:30 2020
25,Israel,0,1583644386000,31,35,92,2,Mon Mar 16 11:10:30 2020
50,Iceland,0,1583604807000,64.9631,-19.0208,93,0,Mon Mar 16 11:10:30 2020
4,Senegal,0,1583354582000,14.4974,-14.4524,94,0,Mon Mar 16 11:10:30 2020
1,Jordan,0,1583249582000,31.24,36.51,95,0,Mon Mar 16 11:10:30 2020
2,Martinique,0,1583551385000,14.6415,-61.0242,96,0,Mon Mar 16 11:10:30 2020
6,Philippines,1,1583576003000,13,122,97,1,Mon Mar 16 11:10:30 2020
1,Paraguay,0,1583625798000,-23.4425,-58.4438,98,0,Mon Mar 16 11:10:30 2020
1,Latvia,0,1583285587000,56.8796,24.6032,99,0,Mon Mar 16 11:10:30 2020
5,Hungary,0,1583644983000,47.1625,19.5033,100,0,Mon Mar 16 11:10:30 2020
7,Mexico,0,1583644386000,23,-102,101,1,Mon Mar 16 11:10:30 2020
15,Egypt,0,1583499793000,26,30,102,1,Mon Mar 16 11:10:30 2020
1,Serbia,0,1583509382000,44.0165,21.0059,103,0,Mon Mar 16 11:10:30 2020
66,Greece,0,1583644386000,39.0742,21.8243,104,0,Mon Mar 16 11:10:30 2020
1,Sri Lanka,0,1581133383000,7,81,105,1,Mon Mar 16 11:10:30 2020
